Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-08-18 10:30:00-04:00,209.4499969482422,210.58999633789062,209.25,210.47000122070312,1678733,0.0,0
2020-08-18 11:30:00-04:00,210.47999572753906,210.69000244140625,210.16000366210938,210.2899932861328,1575766,0.0,0
2020-08-18 12:30:00-04:00,210.30999755859375,210.89639282226562,210.28500366210938,210.47999572753906,1178664,0.0,0
2020-08-18 13:30:00-04:00,210.49000549316406,210.94000244140625,210.1300048828125,210.94000244140625,2160231,0.0,0
2020-08-18 14:30:00-04:00,210.94000244140625,211.9499969482422,210.94000244140625,211.68499755859375,2878427,0.0,0
2020-08-18 15:30:00-04:00,211.69000244140625,211.9199981689453,211.25,211.47999572753906,2784771,0.0,0
2020-08-19 09:30:00-04:00,211.64500427246094,211.9199981689453,209.4499969482422,210.51499938964844,4005667,0.51,0
2020-08-19 10:30:00-04:00,210.72000122070312,211.13999938964844,210.1300048828125,210.92999267578125,2254365,0.0,0
2020-08-19 11:30:00-04:00,210.89999389648438,211.97000122070312,210.8800048828125,211.61000061035156,2532865,0.0,0
2020-08-19 12:30:00-04:00,211.60000610351562,212.10000610351562,211.39999389648438,211.8585968017578,2088229,0.0,0
2020-08-19 13:30:00-04:00,211.86000061035156,212.0500030517578,209.58999633789062,210.0449981689453,4290656,0.0,0
2020-08-19 14:30:00-04:00,210.08999633789062,211.14999389648438,209.77999877929688,210.27999877929688,3245040,0.0,0
2020-08-19 15:30:00-04:00,210.30999755859375,210.44000244140625,209.25,209.75,3077318,0.0,0
2020-08-20 09:30:00-04:00,209.5500030517578,211.02000427246094,209.38319396972656,210.88999938964844,3709939,0.0,0
2020-08-20 10:30:00-04:00,210.88499450683594,212.02000427246094,210.88499450683594,211.24000549316406,2735118,0.0,0
2020-08-20 11:30:00-04:00,211.24000549316406,212.36000061035156,211.08999633789062,211.83999633789062,2281748,0.0,0
2020-08-20 12:30:00-04:00,211.86000061035156,212.61000061035156,211.5800018310547,212.46499633789062,1937676,0.0,0
2020-08-20 13:30:00-04:00,212.46499633789062,214.10989379882812,212.4499969482422,214.085693359375,3326587,0.0,0
2020-08-20 14:30:00-04:00,214.0886993408203,214.83999633789062,213.8300018310547,214.42990112304688,4281931,0.0,0
2020-08-20 15:30:00-04:00,214.4199981689453,215.0,214.17999267578125,214.5500030517578,3694607,0.0,0
2020-08-21 09:30:00-04:00,214.1300048828125,215.16000366210938,213.75999450683594,215.02999877929688,11951239,0.0,0
2020-08-21 10:30:00-04:00,215.0500030517578,216.25,214.52999877929688,214.77999877929688,4516647,0.0,0
2020-08-21 11:30:00-04:00,214.7801055908203,214.85989379882812,213.35000610351562,214.67999267578125,3136532,0.0,0
2020-08-21 12:30:00-04:00,214.6699981689453,214.6833038330078,213.14999389648438,213.46499633789062,2072536,0.0,0
2020-08-21 13:30:00-04:00,213.4600067138672,213.72999572753906,212.93499755859375,213.17999267578125,1954485,0.0,0
2020-08-21 14:30:00-04:00,213.17999267578125,213.94000244140625,213.14010620117188,213.47000122070312,2654163,0.0,0
2020-08-21 15:30:00-04:00,213.47000122070312,213.75999450683594,212.85000610351562,213.0399932861328,2774738,0.0,0
2020-08-24 09:30:00-04:00,214.2700958251953,215.52000427246094,213.64999389648438,215.02000427246094,7637781,0.0,0
2020-08-24 10:30:00-04:00,215.00999450683594,215.0500030517578,212.42999267578125,212.76629638671875,3722213,0.0,0
2020-08-24 11:30:00-04:00,212.77999877929688,213.95989990234375,212.72999572753906,213.1750030517578,2042412,0.0,0
2020-08-24 12:30:00-04:00,213.17999267578125,214.11000061035156,213.0500030517578,213.27999877929688,2002698,0.0,0
2020-08-24 13:30:00-04:00,213.27000427246094,213.44000244140625,212.77000427246094,212.86000061035156,1817499,0.0,0
2020-08-24 14:30:00-04:00,212.8699951171875,213.25999450683594,212.47999572753906,213.13999938964844,1916714,0.0,0
2020-08-24 15:30:00-04:00,213.1300048828125,213.80999755859375,212.97000122070312,213.75999450683594,2230528,0.0,0
2020-08-25 09:30:00-04:00,214.00999450683594,215.7299041748047,213.3300018310547,215.27340698242188,5099867,0.0,0
2020-08-25 10:30:00-04:00,215.27999877929688,216.52000427246094,214.9499969482422,215.30999755859375,3801833,0.0,0
2020-08-25 11:30:00-04:00,215.32000732421875,215.4779052734375,214.69000244140625,215.11000061035156,2028400,0.0,0
2020-08-25 12:30:00-04:00,215.1199951171875,215.47999572753906,215.0399932861328,215.1699981689453,1323287,0.0,0
2020-08-25 13:30:00-04:00,215.1999969482422,215.8699951171875,215.0,215.85000610351562,1415559,0.0,0
2020-08-25 14:30:00-04:00,215.84739685058594,216.36000061035156,215.66000366210938,216.33999633789062,3065796,0.0,0
2020-08-25 15:30:00-04:00,216.35000610351562,216.61000061035156,216.0399932861328,216.45640563964844,2367528,0.0,0
2020-08-26 09:30:00-04:00,218.64999389648438,219.64999389648438,217.36000061035156,219.38999938964844,7197222,0.0,0
2020-08-26 10:30:00-04:00,219.38999938964844,221.14999389648438,219.3000030517578,221.07000732421875,5006187,0.0,0
2020-08-26 11:30:00-04:00,221.05999755859375,222.08999633789062,220.99000549316406,221.61500549316406,3926649,0.0,0
2020-08-26 12:30:00-04:00,221.6199951171875,221.72000122070312,219.5500030517578,219.8800048828125,3893983,0.0,0
2020-08-26 13:30:00-04:00,219.88999938964844,220.85000610351562,219.5399932861328,220.85000610351562,4121930,0.0,0
2020-08-26 14:30:00-04:00,220.85189819335938,220.93499755859375,218.82000732421875,220.7761993408203,4707608,0.0,0
2020-08-26 15:30:00-04:00,220.77999877929688,221.2899932861328,220.47999572753906,221.14999389648438,3613034,0.0,0
2020-08-27 09:30:00-04:00,222.00999450683594,230.44000244140625,221.42149353027344,228.24639892578125,19040004,0.0,0
2020-08-27 10:30:00-04:00,228.22999572753906,231.14999389648438,228.0,229.35000610351562,10844221,0.0,0
2020-08-27 11:30:00-04:00,229.3699951171875,229.8000030517578,226.89999389648438,227.76499938964844,5523175,0.0,0
2020-08-27 12:30:00-04:00,227.76429748535156,228.07290649414062,224.22999572753906,226.66200256347656,6110824,0.0,0
2020-08-27 13:30:00-04:00,226.6300048828125,228.66000366210938,225.60000610351562,228.4600067138672,3442903,0.0,0
2020-08-27 14:30:00-04:00,228.49000549316406,229.05999755859375,227.1699981689453,228.63400268554688,3726298,0.0,0
2020-08-27 15:30:00-04:00,228.64999389648438,228.77999877929688,226.41000366210938,226.6300048828125,4546840,0.0,0
2020-08-28 09:30:00-04:00,228.82000732421875,230.6439971923828,228.33999633789062,229.72999572753906,7971531,0.0,0
2020-08-28 10:30:00-04:00,229.72999572753906,229.87989807128906,228.3800048828125,229.13670349121094,3043594,0.0,0
2020-08-28 11:30:00-04:00,229.1199951171875,229.3000030517578,228.2050018310547,228.2899932861328,2029918,0.0,0
2020-08-28 12:30:00-04:00,228.30670166015625,228.60000610351562,226.77999877929688,226.7899932861328,2510201,0.0,0
2020-08-28 13:30:00-04:00,226.7949981689453,228.16000366210938,226.5800018310547,227.66000366210938,2332915,0.0,0
2020-08-28 14:30:00-04:00,227.66000366210938,228.72999572753906,227.38999938964844,228.4001007080078,2390336,0.0,0
2020-08-28 15:30:00-04:00,228.39999389648438,229.1199951171875,228.27999877929688,228.94000244140625,2552513,0.0,0
2020-08-31 09:30:00-04:00,227.14999389648438,228.6999969482422,226.1699981689453,226.35000610351562,7803484,0.0,0
2020-08-31 10:30:00-04:00,226.3800048828125,226.69000244140625,224.5800018310547,224.93690490722656,4225311,0.0,0
2020-08-31 11:30:00-04:00,224.9250030517578,225.89999389648438,224.30999755859375,225.59500122070312,2408480,0.0,0
2020-08-31 12:30:00-04:00,225.58999633789062,225.83999633789062,225.19000244140625,225.24969482421875,1467267,0.0,0
2020-08-31 13:30:00-04:00,225.25689697265625,225.92999267578125,225.1699981689453,225.69000244140625,1968181,0.0,0
2020-08-31 14:30:00-04:00,225.6999969482422,226.5399932861328,225.4499969482422,225.76499938964844,2293104,0.0,0
2020-08-31 15:30:00-04:00,225.75999450683594,226.85000610351562,225.0,225.05999755859375,3177857,0.0,0
2020-09-01 09:30:00-04:00,225.66000366210938,226.97999572753906,224.42999267578125,226.64999389648438,6311157,0.0,0
2020-09-01 10:30:00-04:00,226.6497039794922,226.8300018310547,225.2899932861328,226.69500732421875,3171149,0.0,0
2020-09-01 11:30:00-04:00,226.69500732421875,226.85000610351562,225.8800048828125,225.88999938964844,1999170,0.0,0
2020-09-01 12:30:00-04:00,225.904296875,225.99000549316406,224.60000610351562,225.2998046875,3222558,0.0,0
2020-09-01 13:30:00-04:00,225.2825927734375,226.17999267578125,225.13999938964844,226.08009338378906,2316455,0.0,0
2020-09-01 14:30:00-04:00,226.09500122070312,226.8000030517578,225.91000366210938,226.20010375976562,2192459,0.0,0
2020-09-01 15:30:00-04:00,226.2100067138672,227.4499969482422,226.02999877929688,227.32000732421875,2537265,0.0,0
2020-09-02 09:30:00-04:00,227.8000030517578,231.97000122070312,227.60000610351562,231.33999633789062,9662755,0.0,0
2020-09-02 10:30:00-04:00,231.35499572753906,231.39999389648438,229.27999877929688,230.4199981689453,3963204,0.0,0
2020-09-02 11:30:00-04:00,230.3800048828125,230.8000030517578,228.27000427246094,229.91009521484375,3198191,0.0,0
2020-09-02 12:30:00-04:00,229.91000366210938,232.42999267578125,229.72999572753906,232.35000610351562,3447200,0.0,0
2020-09-02 13:30:00-04:00,232.35499572753906,232.6699981689453,231.35000610351562,231.85000610351562,3078238,0.0,0
2020-09-02 14:30:00-04:00,231.8350067138672,232.86000061035156,231.11000061035156,232.33999633789062,3072993,0.0,0
2020-09-02 15:30:00-04:00,232.33999633789062,232.5,231.33999633789062,231.47000122070312,3284731,0.0,0
2020-09-03 09:30:00-04:00,228.52000427246094,229.26319885253906,223.22999572753906,224.3697967529297,8740046,0.0,0
2020-09-03 10:30:00-04:00,224.41000366210938,224.57000732421875,218.3509979248047,219.70030212402344,9221430,0.0,0
2020-09-03 11:30:00-04:00,219.73500061035156,221.64979553222656,218.94000244140625,219.25999450683594,5284607,0.0,0
2020-09-03 12:30:00-04:00,219.25,219.8000030517578,217.0500030517578,219.5321044921875,5281782,0.0,0
2020-09-03 13:30:00-04:00,219.50999450683594,219.50999450683594,217.2899932861328,218.13999938964844,4812675,0.0,0
2020-09-03 14:30:00-04:00,218.11000061035156,218.9199981689453,214.960205078125,215.2100067138672,7475780,0.0,0
2020-09-03 15:30:00-04:00,215.2100067138672,218.39999389648438,215.0800018310547,217.3000030517578,8509742,0.0,0
2020-09-04 09:30:00-04:00,216.0399932861328,218.3000030517578,207.0,208.4149932861328,14806410,0.0,0
2020-09-04 10:30:00-04:00,208.42999267578125,210.69000244140625,205.19000244140625,208.16000366210938,10235797,0.0,0
2020-09-04 11:30:00-04:00,208.1300048828125,212.00999450683594,208.0200958251953,211.43899536132812,5968467,0.0,0
2020-09-04 12:30:00-04:00,211.40499877929688,212.72999572753906,208.9405059814453,209.58999633789062,4451882,0.0,0
2020-09-04 13:30:00-04:00,209.5500030517578,211.92999267578125,209.10000610351562,211.65989685058594,3387604,0.0,0
2020-09-04 14:30:00-04:00,211.63400268554688,218.35989379882812,211.32000732421875,217.75999450683594,8905106,0.0,0
2020-09-04 15:30:00-04:00,217.75999450683594,217.75999450683594,214.0,214.13999938964844,4960695,0.0,0
2020-09-08 09:30:00-04:00,206.07000732421875,209.44000244140625,205.02999877929688,209.0399932861328,13121351,0.0,0
2020-09-08 10:30:00-04:00,209.0399932861328,210.02999877929688,206.2700958251953,206.80999755859375,6061274,0.0,0
2020-09-08 11:30:00-04:00,206.7899932861328,207.05999755859375,205.32000732421875,205.7779998779297,5530699,0.0,0
2020-09-08 12:30:00-04:00,205.74000549316406,207.1699981689453,205.4499969482422,206.52000427246094,3684885,0.0,0
2020-09-08 13:30:00-04:00,206.5,207.2899932861328,205.2449951171875,205.41000366210938,3582439,0.0,0
2020-09-08 14:30:00-04:00,205.42999267578125,205.75999450683594,203.1999969482422,204.96499633789062,6791843,0.0,0
2020-09-08 15:30:00-04:00,204.96499633789062,205.30999755859375,202.1999969482422,202.64999389648438,7052425,0.0,0
2020-09-09 09:30:00-04:00,208.94000244140625,211.57000732421875,206.7449951171875,211.07000732421875,12868644,0.0,0
2020-09-09 10:30:00-04:00,211.06500244140625,212.05999755859375,209.8300018310547,210.34559631347656,4527148,0.0,0
2020-09-09 11:30:00-04:00,210.36000061035156,212.49000549316406,210.0399932861328,212.27099609375,3590740,0.0,0
2020-09-09 12:30:00-04:00,212.27999877929688,213.92999267578125,212.26739501953125,213.1999969482422,3662502,0.0,0
2020-09-09 13:30:00-04:00,213.22000122070312,213.4199981689453,212.0,212.60000610351562,3078161,0.0,0
2020-09-09 14:30:00-04:00,212.61000061035156,214.69000244140625,212.61000061035156,214.64999389648438,3531055,0.0,0
2020-09-09 15:30:00-04:00,214.63999938964844,214.83990478515625,210.91000366210938,211.1800994873047,7479459,0.0,0
2020-09-10 09:30:00-04:00,213.39999389648438,214.74000549316406,210.77000427246094,212.08999633789062,7380647,0.0,0
2020-09-10 10:30:00-04:00,212.05999755859375,212.86000061035156,209.02000427246094,211.20559692382812,4402229,0.0,0
2020-09-10 11:30:00-04:00,211.14999389648438,211.6699981689453,209.1298065185547,209.57000732421875,3007267,0.0,0
2020-09-10 12:30:00-04:00,209.57989501953125,209.89999389648438,207.85000610351562,208.91000366210938,2652238,0.0,0
2020-09-10 13:30:00-04:00,208.89999389648438,209.42999267578125,204.9499969482422,205.22999572753906,3612446,0.0,0
2020-09-10 14:30:00-04:00,205.17100524902344,206.82000732421875,204.11000061035156,205.3800048828125,5283613,0.0,0
2020-09-10 15:30:00-04:00,205.34500122070312,206.77999877929688,204.89999389648438,205.35000610351562,4128564,0.0,0
2020-09-11 09:30:00-04:00,207.1999969482422,208.6300048828125,204.77000427246094,206.8300018310547,6143482,0.0,0
2020-09-11 10:30:00-04:00,206.8249969482422,208.5399932861328,205.9199981689453,206.4149932861328,3504026,0.0,0
2020-09-11 11:30:00-04:00,206.3699951171875,206.38999938964844,204.75,205.0399932861328,3078134,0.0,0
2020-09-11 12:30:00-04:00,205.0,205.0,201.77999877929688,201.93499755859375,4861088,0.0,0
2020-09-11 13:30:00-04:00,201.92669677734375,203.33999633789062,201.24000549316406,202.38999938964844,4194815,0.0,0
2020-09-11 14:30:00-04:00,202.3878936767578,204.6699981689453,202.0500030517578,204.3300018310547,3786071,0.0,0
2020-09-11 15:30:00-04:00,204.36000061035156,205.12399291992188,203.5,204.0399932861328,3214976,0.0,0
